"latlon",name
55.79469637.497811,"Фронтон "
55.79470237.770231,"Цирковая студия"
55.79470937.666331,"Мать и дитя"
55.79472437.719414,"Угловая Башня"
55.79482837.766143,"Гольф площадка"
55.79484437.676735,"Место Посадки НЛО"
55.7949237.735021,"Будка с граффити"
55.79513437.665227,Синнячка
55.79513537.713491,Preo8
55.79518537.715665,"Russian Post office 107061"
55.79521737.810482,"Почта "
55.79533637.618228,"Камень В Честь Создания Парка"
55.79536437.663593,ДДТ
55.79549437.454221,"Atom Sculpture"
55.79557937.393924,Динозавр
55.79562437.711218,"Храм Преображения Господня"
55.79565137.539324,"CSKA Blue Light"
55.79566337.59799,"Шура Грибкова и Женя Полтавская"
55.79567337.552538,"The Church "
55.79567337.671327,"Граффити Мир Любовь"
55.79583237.49571,"Защитникам Москвы"
55.79584337.634301,"Фонтан На Крестовском Мосту"
55.79585437.484037,"Bird, Turtle, Bear"
55.79592437.604213,"Cat Mural"
55.79605237.69516,"Детский корабль"
55.79605537.796818,"Graffiti on Pervomayskoy"
55.79614337.403342,"Детская Библиотека"
55.79616937.687742,"Граффити Абстракция"
55.79618837.699738,"Мемориал в память погибшим в Великой Отечественной Войне"
55.79620837.542935,"Золотая Бухара"
55.79621137.588649,"Платформа Савёловского вокзала"
55.79625737.559745,"Будка ТП"
55.79630237.820817,"Мэри Поппинс"
55.79637237.58723,"Water Tower"
55.7965237.679338,"Фея отчётности"
55.79655537.611714,"Русский Космос!"
55.79658737.616349,Сатирикон
55.79660337.823747,"Муниципалитет Восточного Измайлово"
55.79661137.407411,"Детские Стихи"
55.7966437.578728,Беседка
55.7967737.819888,"Детский Рисунок"
55.79686837.830067,"Беседка У Поля"
55.79691537.49609,"Адовый фонтан"
55.79705637.723376,"Игровой Комплекс"
55.79707137.81887,Вернисаж
55.79714437.639405,"Станция Рижская "
55.7972137.61259,"Post MR"
55.79721837.384272,"Храм в честь Дмитрия Донского"
55.79726637.68716,Беседка
55.79746437.526267,Viktorenko
55.79746937.777879,"Sky Window"
55.79748937.507538,Роза
55.79765337.799468,"Alko Graffity"
55.79769137.56888,Гончаров
55.79774337.410422,"Яхт-клуб СТРОГИНО"
55.79780837.531723,"Детская полоса препятствий"
55.79781337.605036,"Знак Парка"
55.79781337.613165,Цапля
55.79789637.800445,"Sea Graffiti"
55.79819637.603081,"Стелла Сауна"
55.79829937.475401,"Kurchatov Memorial Museum"
55.79842137.513293,"Олень с оленёнком"
55.79848637.511174,Cross
55.79850737.537934,Почтулечка
55.79858237.521283,Триумф-Палас
55.79862637.644417,"Вечная Слава Героям"
55.79862737.555109,Башенка
55.79867437.695611,"Памятник Погибшим Работникам"
55.79871437.533503,"Дельфин, Петух И Лошадь"
55.79893937.622672,Ромб
55.79898237.694712,"Храм Рождества Иоана Предтечи Сокольники"
55.79900937.736366,"Василиса в темнице томится"
55.79919237.82288,Ребенок
55.79919937.795075,"Забор С Цветочками"
55.79925337.730038,Яблоньки
55.79936237.587488,"Резист Навсегда"
55.79944437.584778,"Я БОБЁР!"
55.79945737.557252,"Savyolovskiy District Sign"
55.7994837.79932,Фейерверк
55.79956437.663426,Беседон
55.79966537.680172,"Triangles Graffiti "
55.7996737.482178,"Проволочный Велосипед"
55.79970237.389058,"Ветряки - граффити"
55.7997437.674434,"Сырная Му"
55.7997537.566251,"Пожарная вышка"
55.79980237.674124,Fontanne
55.800137.721279,"Портал к Шейперам"
55.80020637.734341,"Церковь Илии Пророка В Черкизово"
55.80026637.501596,"Вини Пух "
55.80027337.526455,"White Bears Gym"
55.80030137.504155,"Cat Graffiti"
55.8003237.510519,"Airmen Memorial"
55.80034337.619141,Спартак
55.80041737.569186,"Green Finger"
55.80056537.804232,"Детская площадка "Замок""
55.80062237.790648,Arhangel
55.8006337.470083,"Fontaine Sculpture "
55.80067337.483385,""You Are My Life" Graffiti"
55.80076337.543811,"Shaitan Arba"
55.80079537.532801,"Резное крыльцо"
55.80085837.677581,"Loving Couple"
55.80088737.397989,Карлсон
55.80089737.736466,Зайчик
55.80090637.805494,"Шар Чугунный У Дома Студента"
55.8009237.769239,"Церковь Рождества Христа"
55.80103337.63528,СВАО
55.80111437.573429,"ЧудоЮдо Рыба Кит "
55.80119237.759414,"Слава Спорту"
55.80122337.414538,"Стадион Янтарь"
55.80123237.597756,"Lenin Statue"
55.80137337.450595,Лошадь
55.80142437.780469,"Врачи. Мозаика"
55.80148637.511699,"Память о погибших"
55.80171137.740469,"Вечная слава спортсменам железнодорожникам."
55.80178437.41845,"Корабль На Реке"
55.80179137.457228,"Pavlovsky Plaque"
55.80189437.714788,"Я неизлечим?"
55.80193637.66532,1350
55.80197537.61391,"Граффити - Суровые Парни"
55.80197537.821763,Электро-деревья
55.80200337.409583,Сквер
55.80203137.48672,Замок
55.8021737.502143,"Поселок Сокол 89"
55.80229137.455509,Гномик
55.8023137.476658,Телега
55.80239737.409008,Мини-ферма
55.80241237.775083,"Граффити "Акварель-Сити""
55.80245537.475029,"Старый Кинотеатр"
55.80251337.565802,Скалодром
55.80251537.475802,Птица
55.8025637.554563,"Детская песочница"
55.80258237.764771,"Граффити Город-2"
55.80277537.397032,Фокс
55.80285937.798291,"Искусственный спутник Земли"
55.8028837.556172,"The Pipe"
55.80292837.405177,Строгино
55.80296737.532815,Гайдай
55.80311237.782029,"Площадь Викторио Кодовилье"
55.80315937.456082,"Gamalei Street"
55.80321537.743319,Packman
55.80327237.830013,"Памятник соловецким юнгам"
55.80334237.705985,"Fountain of the Femide"
55.80337437.733605,"Граффити Колибри"
55.80337937.801113,Комсомольцы
55.80339437.533384,"Дрессировщик Дуров"
55.80342837.752882,"зНАТОш Солдатош"
55.80346537.596089,"Дом С Колоннами"
55.80350437.719547,"Граффити Церковь"
55.80357737.838235,"Парк Измайлово"
55.80361137.523621,"Корпорация Иркут"
55.80370337.398264,Закуток
55.80370937.675756,2100
55.80379437.554922,"Памятник Победы 1941-1945"
55.8038137.546626,Гуфи
55.80382837.51722,Umashev
55.8038437.673884,2000
55.80397437.419181,"СУ-100 танк Строгино памятник"
55.80399437.791569,"Детская Площадка"
55.80404737.817232,"Basketball Girl"
55.80405537.789915,Площадка
55.80426837.547889,"Не Пей!!!"
55.80433437.329415,"РВСН Memorial"
55.80442837.770838,"Карета Конь И Дети"
55.80445437.741413,"Музей ФК Локомотив"
55.8045137.709376,"Часовня на Богородском кладбище"
55.80476837.767671,Фонтан
55.80488737.589398,Хичкайкер
55.80492837.566936,"Shaper's Message"
55.80494837.535369,"Фонтан Морские котики"
55.80496837.411501,Спорткомплекс
55.80505937.435258,Строгино
55.80506937.584531,"Осторожно - писающая собака"
55.80514937.394138,Телега
55.80526337.415395,"Flowers Art"
55.80526637.449737,"S-E Фонарь"
55.80537137.554426,"Grazhdanskaya Railway Station"
55.80540537.511054,"Памятная доска маршалу Катукову М.Б."
55.80547337.426662,Наушники
55.80551737.51509,"Sokol Subway Station (Main Entrance)"
55.80558537.515118,"Фонтан На Соколе"
55.80561637.81402,Осел
55.80568837.615072,"Храм иконы Божией Матери «Нечаянная радость» в Марьиной роще"
55.80572937.586172,"From Russia with Love Mural"
55.8057637.635769,Octopus
55.8057837.509541,"Зеркальная Капля"
55.80608737.535814,Паровоз
55.80612337.394776,"Капсула Памяти"
55.80615837.843323,"Герб Балашихи"
55.80618337.643774,"Wooden Gazebo"
55.80620337.610656,"Мировой Судья"
55.80630437.468373,"Последнее Путешествие"
55.80638737.549553,"Blue-Red Building"
55.80642337.448088,Lighthouse
55.80645237.48827,"Футбольное Поле В Парке"
55.80647337.623951,"НИИ "КУЛОН""
55.80647837.539922,"Граффити у детской площадки"
55.80649337.634751,"Ostankino Tower Graffiti"
55.80650937.515927,"Geek Graffiti"
55.80652637.726835,"Спички Кончаются"
55.80655237.638898,"Novoalekseevskaya Library #48"
55.80661937.828758,"Трансформатор Фиолетовый"
55.80670637.7825,Медведь
55.80677537.572212,"Железнодорожный Мост"
55.80701637.421575,"Fox Mural"
55.80709237.483878,Бегемоты
55.80710337.51318,"Жомики И Лазалки"
55.8071237.775535,Собачка
55.80729337.714526,Колобок
55.80729737.810416,"Памятник Солдатам"
55.80730337.532781,"1812-2012 War Graffiti"
55.80737637.580135,Лисы
55.80739737.509748,"Расплетин А.А"
55.80748537.692074,"Historical V. Lenin Monument"
55.80756937.690414,"Soldier Memorial"
55.80775737.770529,"Детская Площадка"
55.80775937.410759,"Миленький Рисунок"
55.8077637.655316,"Strange Religious Sculpture"
55.80776737.629228,"Karibr Tower"
55.80777837.760418,"Велодром Амурский"
55.80781937.578026,"Dmitrovskaya Railway Station"
55.80783237.429656,"Площадка У Парке"
55.80785437.544944,"9 Мая"
55.80787237.465095,Березка
55.80788237.638414,"Метро Алексеевская"
55.80788837.498387,Пеликаны
55.80790637.4834,"Академик Шумаков"
55.80805637.581392,"Станция метро Дмитровская"
55.80809737.72166,"Monument 30 Years of WW II"
55.80823737.6597,"Собачий пОртал"
55.80825337.654261,"ХРАМ Живоначальной Троицы"
55.80829937.807562,Гиви
55.80830237.709405,"In the Blue Car"
55.80833937.698737,"Paint #1"
55.80836137.580261,БабкиЕжки
55.80851937.641234,"Корабль и Кактус"
55.80865937.620742,"Детская Площадка"
